trait,axis1,axis2,axis3,axis4,axis5,axis6,axis7,axis8,time
current,1.2739,6.6671,0.0637,1.3291,0.0,0.4581,0.4089,0.5535,2022-10-17 23:41:49.995000+00:00
current,1.449,4.9987,0.0,1.4743,0.0,0.6122,0.7614,0.5987,2022-10-17 23:41:51.886000+00:00
current,1.829,7.0038,0.4241,1.7573,0.2836,0.3965,1.111,0.584,2022-10-17 23:41:53.777000+00:00
current,1.5712,7.2095,0.0014,1.7073,0.0,0.5332,1.8437,0.4298,2022-10-17 23:41:55.668000+00:00
current,1.3131,3.6983,1.4268,1.8877,0.0,0.6287,1.2477,0.4792,2022-10-17 23:41:57.559000+00:00
current,1.5003,2.0866,2.071,1.4514,0.0,1.4704,1.509,0.3394,2022-10-17 23:41:59.450000+00:00
current,1.1227,3.266,2.4911,1.3396,0.0,1.7139,1.4407,0.2727,2022-10-17 23:42:01.341000+00:00
current,0.4628,1.596,3.6348,1.0139,0.4017,1.288,0.7207,0.2913,2022-10-17 23:42:03.232000+00:00
current,0.7333,0.4231,4.3841,1.2167,0.2595,1.6816,0.0,0.1534,2022-10-17 23:42:05.123000+00:00
current,0.7639,0.0,3.6466,0.3479,0.5114,1.3146,0.0,0.2383,2022-10-17 23:42:07.014000+00:00
current,0.7816,1.5091,2.6912,0.7125,0.7927,2.0431,0.0959,0.2162,2022-10-17 23:42:08.905000+00:00
current,1.0977,1.9379,4.4837,0.5298,0.4424,1.8107,0.2877,0.3121,2022-10-17 23:42:10.796000+00:00
current,1.4468,5.0787,6.8385,0.3232,0.2813,2.464,0.3063,0.3273,2022-10-17 23:42:12.687000+00:00
current,1.3814,4.4651,8.0103,0.8455,0.1121,2.4409,0.8338,0.333,2022-10-17 23:42:14.578000+00:00
current,0.8782,4.2691,9.0336,0.8267,0.6344,2.0451,1.0821,0.2888,2022-10-17 23:42:16.469000+00:00
current,0.649,4.9842,7.2918,0.702,1.1111,1.6417,0.6752,0.2697,2022-10-17 23:42:18.360000+00:00
current,1.0079,4.0602,6.7881,0.8549,1.439,2.0643,0.9074,0.2847,2022-10-17 23:42:20.251000+00:00
current,1.1238,1.6372,6.1755,0.9485,1.9415,2.011,0.941,0.2079,2022-10-17 23:42:22.142000+00:00
current,0.911,1.4926,5.5809,0.926,2.0449,1.7322,0.9315,0.2962,2022-10-17 23:42:24.033000+00:00
current,0.6112,0.7151,4.4601,1.3228,1.5482,1.8105,0.1359,0.208,2022-10-17 23:42:25.924000+00:00
current,0.9891,1.0317,4.8658,0.5227,1.2373,2.1735,0.404,0.2481,2022-10-17 23:42:27.815000+00:00
current,0.9414,0.5462,5.2455,0.2198,1.8794,2.4855,0.4265,0.2337,2022-10-17 23:42:29.706000+00:00
current,1.3486,1.8234,4.0297,0.0,1.7853,3.0243,1.2106,0.3273,2022-10-17 23:42:31.597000+00:00
current,1.7736,1.6611,3.1489,0.638,1.6903,3.4649,0.6846,0.3252,2022-10-17 23:42:33.488000+00:00
current,1.6053,0.0,3.5104,1.1711,1.0755,3.6342,0.5611,0.3547,2022-10-17 23:42:35.379000+00:00
current,2.0371,0.0,3.5521,1.2223,0.6623,3.4066,1.3421,0.3733,2022-10-17 23:42:37.270000+00:00
current,2.0509,0.0,2.8888,1.2012,0.6187,3.1271,1.3889,0.4307,2022-10-17 23:42:39.161000+00:00
current,2.1231,1.7596,2.783,1.0809,1.1034,2.2127,1.1595,0.3994,2022-10-17 23:42:41.052000+00:00
current,1.0533,2.2541,1.3239,1.4541,1.0882,2.7689,0.9784,0.3684,2022-10-17 23:42:42.943000+00:00
current,0.6531,3.7142,2.4435,1.011,0.0,2.2494,1.3276,0.442,2022-10-17 23:42:44.834000+00:00
current,0.3179,3.7813,2.1468,1.3407,0.1978,2.607,0.8893,0.3421,2022-10-17 23:42:46.725000+00:00
current,0.2925,6.9952,1.8375,1.9009,0.6145,2.657,1.8114,0.3009,2022-10-17 23:42:48.616000+00:00
current,0.4697,4.8304,2.6755,1.904,1.13,2.7963,2.1892,0.2618,2022-10-17 23:42:50.507000+00:00
current,0.6481,3.649,4.131,1.9368,1.1354,3.0775,2.2686,0.2375,2022-10-17 23:42:52.398000+00:00
current,0.8689,5.6979,4.1587,1.9176,0.8952,2.6383,2.5114,0.2052,2022-10-17 23:42:54.289000+00:00
current,0.6192,4.8774,3.4098,1.7006,0.4682,2.2282,1.939,0.199,2022-10-17 23:42:56.180000+00:00
current,1.0303,3.7621,3.9982,1.08,0.837,2.1883,1.465,0.2525,2022-10-17 23:42:58.071000+00:00
current,1.9167,3.0636,4.1082,1.1438,0.8491,2.1927,1.5119,0.2387,2022-10-17 23:42:59.962000+00:00
current,1.7154,6.5094,4.5193,0.9273,0.2901,2.3015,2.0679,0.1227,2022-10-17 23:43:01.853000+00:00
current,1.3909,9.7948,5.4999,0.6462,0.5474,2.3283,2.333,0.0566,2022-10-17 23:43:03.744000+00:00
current,1.0888,10.0801,5.1711,0.6293,0.8505,2.0305,3.0267,0.0669,2022-10-17 23:43:05.635000+00:00
current,1.173,9.9887,6.3483,0.9372,1.0869,2.072,2.6243,0.1276,2022-10-17 23:43:07.526000+00:00
current,0.9664,10.8653,5.4412,1.111,1.5279,2.2,2.8012,0.0388,2022-10-17 23:43:09.417000+00:00
current,0.2241,11.0154,4.4922,1.2463,0.473,2.6481,3.0383,0.0318,2022-10-17 23:43:11.308000+00:00
current,0.0,10.7962,5.5821,1.4723,0.507,3.0897,2.3777,0.0765,2022-10-17 23:43:13.199000+00:00
current,0.339,9.5755,6.0048,1.5831,0.1188,2.8802,3.1678,0.1136,2022-10-17 23:43:15.090000+00:00
current,1.0508,8.207,5.6472,1.8539,0.136,3.0564,3.5237,0.1501,2022-10-17 23:43:16.981000+00:00
current,1.8384,8.7923,5.5017,2.1662,0.6548,3.5352,2.8234,0.3361,2022-10-17 23:43:18.872000+00:00
current,1.9127,8.7357,5.0231,2.3802,1.0923,3.2119,2.2155,0.2008,2022-10-17 23:43:20.763000+00:00
current,1.4173,10.8571,4.7127,2.0162,1.434,2.7439,1.388,0.1818,2022-10-17 23:43:22.654000+00:00
current,1.2269,9.9433,3.1657,2.2215,0.2978,2.5173,0.7842,0.2702,2022-10-17 23:43:24.545000+00:00
current,0.5688,8.0323,2.3356,1.9632,0.896,2.2635,1.5205,0.0887,2022-10-17 23:43:26.436000+00:00
current,0.0,5.4367,2.3511,1.5507,1.2186,2.6452,1.8846,0.162,2022-10-17 23:43:28.327000+00:00
current,0.2345,4.2329,0.6268,1.2937,1.8088,3.0324,2.4714,0.3433,2022-10-17 23:43:30.218000+00:00
current,0.6136,2.0549,0.0,0.9696,2.238,3.5585,3.0294,0.3371,2022-10-17 23:43:32.109000+00:00
current,1.6106,4.32,0.0,1.2918,1.5078,3.5458,3.2771,0.3443,2022-10-17 23:43:34+00:00
current,1.5647,3.7885,0.0,1.3711,0.7678,3.7485,2.4728,0.2476,2022-10-17 23:43:35.891000+00:00
current,0.9346,2.7501,2.0369,1.7288,0.4052,3.6497,2.0562,0.3865,2022-10-17 23:43:37.782000+00:00
current,0.9384,3.8543,2.6123,2.0523,0.318,4.2771,1.6212,0.5414,2022-10-17 23:43:39.673000+00:00
current,0.8677,7.2492,2.5719,1.9221,0.3277,4.457,2.1888,0.5143,2022-10-17 23:43:41.564000+00:00
current,0.7076,6.422,4.1624,2.0883,1.4668,4.4384,2.0158,0.4168,2022-10-17 23:43:43.455000+00:00
current,0.9493,4.5218,2.8349,1.5072,0.794,4.2799,2.0061,0.348,2022-10-17 23:43:45.346000+00:00
current,0.4469,4.0184,3.3645,1.1741,0.6825,4.188,2.38,0.4902,2022-10-17 23:43:47.237000+00:00
current,0.6162,1.1743,3.849,0.6672,0.8958,4.1682,2.1203,0.4305,2022-10-17 23:43:49.128000+00:00
current,1.0092,2.4931,3.588,0.4023,1.0766,3.5765,1.592,0.5871,2022-10-17 23:43:51.019000+00:00
current,1.7178,3.7818,1.3849,0.2088,0.9934,2.8619,1.9941,0.5531,2022-10-17 23:43:52.910000+00:00
current,1.843,3.2808,3.0488,0.1235,1.3377,3.4384,2.4107,0.4513,2022-10-17 23:43:54.801000+00:00
current,2.2942,1.717,2.4772,0.0703,2.5761,3.1377,3.2995,0.4589,2022-10-17 23:43:56.692000+00:00
current,2.0133,6.0629,1.8029,0.0,2.2781,2.8637,3.1492,0.4197,2022-10-17 23:43:58.583000+00:00
current,1.825,4.0429,0.2031,0.0,2.7837,2.5924,3.1958,0.488,2022-10-17 23:44:00.474000+00:00
current,2.4188,3.0079,1.3473,0.1706,2.5219,2.8023,2.2854,0.5637,2022-10-17 23:44:02.365000+00:00
current,1.6969,3.3581,2.1023,0.2168,1.8203,2.3976,2.4901,0.3682,2022-10-17 23:44:04.256000+00:00
current,1.4946,5.0242,2.9951,0.5043,2.1959,1.8889,3.4276,0.4523,2022-10-17 23:44:06.147000+00:00
current,2.02,4.8707,2.5699,0.3159,2.5519,1.8539,3.3652,0.3589,2022-10-17 23:44:08.038000+00:00
current,1.8741,5.0367,2.3769,0.038,2.7996,1.415,3.3756,0.268,2022-10-17 23:44:09.929000+00:00
current,1.7084,6.1283,1.7168,0.5121,3.7344,1.4057,3.2515,0.2239,2022-10-17 23:44:11.820000+00:00
current,1.5686,11.3493,2.2732,0.988,2.7583,1.2294,3.7909,0.2971,2022-10-17 23:44:13.711000+00:00
current,1.6194,9.8631,2.4652,1.0963,2.9619,1.5825,3.3439,0.3205,2022-10-17 23:44:15.602000+00:00
current,2.1128,8.6387,2.263,1.0724,2.3352,1.8641,3.5054,0.282,2022-10-17 23:44:17.493000+00:00
current,2.4821,8.1942,0.9494,1.6435,2.3593,0.9872,2.9702,0.0937,2022-10-17 23:44:19.384000+00:00
current,2.3928,9.0796,0.8946,1.9806,2.0364,1.1774,3.0197,0.2519,2022-10-17 23:44:21.275000+00:00
current,2.8118,12.8933,0.0,1.8197,2.1819,0.3841,2.8428,0.2887,2022-10-17 23:44:23.166000+00:00
current,2.8421,12.0183,0.0,1.4168,2.1807,0.8156,2.6721,0.3846,2022-10-17 23:44:25.057000+00:00
current,3.1084,12.3181,0.0,1.8971,2.262,1.0222,2.5085,0.3932,2022-10-17 23:44:26.948000+00:00
current,2.4761,8.1532,0.0,0.9707,1.6484,1.7418,2.9866,0.3324,2022-10-17 23:44:28.839000+00:00
current,3.1852,8.0387,0.0,0.959,1.9481,2.5273,2.8748,0.3133,2022-10-17 23:44:30.730000+00:00
current,3.122,7.807,0.042,0.8235,1.2974,2.2794,2.9867,0.32,2022-10-17 23:44:32.621000+00:00
current,1.6939,9.2869,0.0,0.6215,1.6518,2.1674,2.4163,0.2635,2022-10-17 23:44:34.512000+00:00
current,2.4447,8.1081,0.0,0.3969,1.5218,1.9661,3.0877,0.1531,2022-10-17 23:44:36.403000+00:00
current,2.3562,5.8949,0.4993,0.4373,1.767,2.7799,2.8866,0.1917,2022-10-17 23:44:38.294000+00:00
current,2.0915,6.276,1.4054,0.886,1.1279,3.0208,2.9886,0.3984,2022-10-17 23:44:40.185000+00:00
current,1.7561,3.6958,3.3523,0.6257,1.6694,3.0266,2.4989,0.3667,2022-10-17 23:44:42.076000+00:00
current,1.9372,2.6081,6.3763,1.2192,1.3536,2.5828,2.8161,0.3922,2022-10-17 23:44:43.967000+00:00
current,1.4867,3.0324,7.9607,1.1054,1.1609,2.0352,2.2085,0.4576,2022-10-17 23:44:45.858000+00:00
current,1.2251,0.0,7.593,0.6531,0.7807,2.0085,2.219,0.3445,2022-10-17 23:44:47.749000+00:00
current,1.0008,0.0,6.1238,0.4259,0.8008,2.3912,2.4059,0.3252,2022-10-17 23:44:49.640000+00:00
current,0.9193,2.8579,5.4963,0.3112,1.3868,2.2701,2.0444,0.4132,2022-10-17 23:44:51.531000+00:00
current,0.743,0.5348,5.6308,0.2209,1.6388,1.9048,1.2881,0.3509,2022-10-17 23:44:53.422000+00:00
current,1.2163,0.0,4.9864,0.0,1.3396,2.3847,1.3274,0.2832,2022-10-17 23:44:55.313000+00:00
current,1.3735,1.5206,4.5206,0.2758,1.7007,2.2994,1.2506,0.3259,2022-10-17 23:44:57.204000+00:00
current,1.5713,3.2963,5.3003,0.5771,1.848,2.4777,0.8599,0.2795,2022-10-17 23:44:59.095000+00:00
current,1.8499,3.6566,4.9626,0.5781,2.16,2.7772,1.1725,0.4023,2022-10-17 23:45:00.986000+00:00
current,1.7755,3.5817,5.2959,0.242,1.351,2.9161,1.3806,0.5754,2022-10-17 23:45:02.877000+00:00
current,1.2802,6.5207,4.9278,0.1103,1.7773,2.3632,1.5024,0.5776,2022-10-17 23:45:04.768000+00:00
current,2.1397,6.8115,2.4051,0.2243,1.3292,2.5079,2.3758,0.4116,2022-10-17 23:45:06.659000+00:00
current,2.5078,4.9972,0.1325,0.0,1.1389,1.5194,1.5491,0.3748,2022-10-17 23:45:08.550000+00:00
current,3.1557,5.289,1.0222,0.0,0.6486,1.5119,1.8309,0.3991,2022-10-17 23:45:10.441000+00:00
current,3.4717,5.1349,1.2474,0.0,1.5981,1.8641,1.8065,0.3415,2022-10-17 23:45:12.332000+00:00
current,3.0654,4.4998,1.7333,0.0,1.8353,1.6517,1.6405,0.5202,2022-10-17 23:45:14.223000+00:00
current,1.8278,1.8977,2.3376,0.0,2.3947,1.6096,1.9207,0.5726,2022-10-17 23:45:16.114000+00:00
current,1.2309,2.2916,2.8087,0.0,2.3067,1.7205,1.7044,0.4531,2022-10-17 23:45:18.005000+00:00
current,1.5554,3.6095,2.9029,0.4407,1.8652,1.557,1.6642,0.3534,2022-10-17 23:45:19.896000+00:00
current,1.5065,5.0702,4.6217,0.0767,1.6543,1.1929,2.0159,0.4463,2022-10-17 23:45:21.787000+00:00
current,1.3155,5.1766,4.8581,0.0,1.6662,0.2772,2.0781,0.5212,2022-10-17 23:45:23.678000+00:00
current,0.1847,5.3122,5.1042,0.3351,1.0205,1.2654,1.38,0.4364,2022-10-17 23:45:25.569000+00:00
current,0.3138,4.4612,4.3973,0.6865,0.804,1.2824,1.3043,0.345,2022-10-17 23:45:27.460000+00:00
current,0.0,6.1921,2.9734,0.1782,0.2879,1.4486,1.2972,0.322,2022-10-17 23:45:29.351000+00:00
current,0.0,4.2249,5.7798,0.8091,0.0,1.4744,2.0904,0.5635,2022-10-17 23:45:31.242000+00:00
current,0.3318,3.5462,6.6465,0.5694,0.0244,1.1291,1.3733,0.5337,2022-10-17 23:45:33.133000+00:00
current,0.0,2.4699,6.725,1.1166,1.2083,0.9694,2.1163,0.6537,2022-10-17 23:45:35.024000+00:00
current,0.0,2.6356,6.2017,1.0364,1.7237,0.9352,2.5521,0.7806,2022-10-17 23:45:36.915000+00:00
current,0.0,5.1125,6.7834,1.3563,2.1929,1.5427,1.9803,0.7056,2022-10-17 23:45:38.806000+00:00
current,0.5302,3.2556,5.919,0.6016,2.0514,1.7468,2.6825,0.5886,2022-10-17 23:45:40.697000+00:00
current,0.4447,3.9816,6.6274,2.0506,2.3685,1.4669,3.0262,0.4719,2022-10-17 23:45:42.588000+00:00
current,1.2317,4.6714,8.2396,1.96,2.4465,1.2256,3.0662,0.5067,2022-10-17 23:45:44.479000+00:00
current,0.6714,3.2241,7.7563,2.3416,1.8872,1.6439,2.8783,0.4523,2022-10-17 23:45:46.370000+00:00
current,0.0862,3.1822,9.3234,2.2555,1.5161,1.2747,3.0714,0.3485,2022-10-17 23:45:48.261000+00:00
current,0.0,1.9937,8.504,2.2813,1.4916,1.6096,2.4958,0.3668,2022-10-17 23:45:50.152000+00:00
current,0.0,2.5541,5.9031,2.5244,1.9909,1.576,2.3888,0.2806,2022-10-17 23:45:52.043000+00:00
current,0.0,2.7007,6.7617,3.0042,2.6137,1.5266,1.763,0.2993,2022-10-17 23:45:53.934000+00:00
current,0.0,5.4849,6.4001,2.8235,2.8893,1.0362,2.1477,0.3638,2022-10-17 23:45:55.825000+00:00
current,0.0,4.281,7.2162,3.221,3.9374,1.3586,1.8355,0.2456,2022-10-17 23:45:57.716000+00:00
current,0.0,4.1671,5.5559,3.0279,3.6421,1.7601,1.958,0.1275,2022-10-17 23:45:59.607000+00:00
current,0.0,3.7351,4.8418,3.0576,3.1583,0.8282,2.0709,0.0,2022-10-17 23:46:01.498000+00:00
current,0.4569,6.1739,6.4474,2.9526,2.7191,1.5726,2.6429,0.0,2022-10-17 23:46:03.389000+00:00
current,0.9692,5.3472,6.6043,2.8496,2.5763,1.528,2.9631,0.0,2022-10-17 23:46:05.280000+00:00
current,0.6017,3.9514,8.2228,2.6099,1.8105,1.9839,3.0486,0.004,2022-10-17 23:46:07.171000+00:00
current,0.8227,2.8834,7.0683,2.3596,1.3582,2.0569,3.0882,0.1433,2022-10-17 23:46:09.062000+00:00
current,1.1236,1.8953,9.7032,2.1861,1.6139,2.5798,3.5256,0.0391,2022-10-17 23:46:10.953000+00:00
current,0.9455,1.3511,11.9702,2.4266,2.1367,3.5272,3.2858,0.003,2022-10-17 23:46:12.844000+00:00
current,1.0806,0.4128,12.1392,2.7246,1.6535,3.4032,3.2713,0.0,2022-10-17 23:46:14.735000+00:00
current,0.548,0.992,11.5527,1.8806,0.9667,3.7929,3.6588,0.0,2022-10-17 23:46:16.626000+00:00
current,0.3569,0.0,11.3695,1.6695,0.5391,3.68,2.6238,0.0,2022-10-17 23:46:18.517000+00:00
current,0.6466,0.9668,11.9553,1.0164,0.6678,3.764,2.523,0.0,2022-10-17 23:46:20.408000+00:00
current,1.4319,1.5326,11.5085,1.1006,0.935,2.8981,3.3406,0.0,2022-10-17 23:46:22.299000+00:00
current,1.9743,4.6248,10.3705,0.6577,1.8544,2.8296,3.072,0.0587,2022-10-17 23:46:24.190000+00:00
current,2.2357,5.5205,8.5104,0.2796,1.7282,2.6661,2.5087,0.012,2022-10-17 23:46:26.081000+00:00
current,2.2026,6.1615,5.4292,0.2591,0.8024,2.3987,2.9878,0.0,2022-10-17 23:46:27.972000+00:00
current,2.1012,9.4245,4.9627,0.0,1.366,2.32,3.138,0.0797,2022-10-17 23:46:29.863000+00:00
current,1.376,9.7872,2.3738,0.1557,1.7227,2.3065,2.7418,0.0462,2022-10-17 23:46:31.754000+00:00
current,1.006,9.0528,2.3883,0.3296,1.8133,2.0957,2.7427,0.0,2022-10-17 23:46:33.645000+00:00
current,0.6881,7.3223,4.5078,0.1613,1.7759,2.1904,2.3734,0.1713,2022-10-17 23:46:35.536000+00:00
current,1.0384,9.5595,4.4088,0.4278,2.4927,1.8861,2.1034,0.1572,2022-10-17 23:46:37.427000+00:00
current,1.5247,7.5509,3.2472,0.3563,2.6754,0.9966,2.0788,0.2575,2022-10-17 23:46:39.318000+00:00
current,1.8661,5.5289,2.7318,0.4686,2.2783,0.5978,1.4758,0.2952,2022-10-17 23:46:41.209000+00:00
current,2.3795,3.7163,1.8961,1.4528,1.8434,0.0,1.8651,0.3083,2022-10-17 23:46:43.100000+00:00
current,2.3285,2.7103,4.2366,1.3388,1.8424,0.0,2.5727,0.3483,2022-10-17 23:46:44.991000+00:00
current,1.7952,3.1055,3.4446,1.3587,2.1968,0.0,2.9905,0.3518,2022-10-17 23:46:46.882000+00:00
current,1.7462,2.9618,1.3418,1.6027,1.4763,0.0,3.4791,0.4481,2022-10-17 23:46:48.773000+00:00
current,1.3904,4.1194,4.7781,2.5672,0.6537,0.2238,3.0246,0.4192,2022-10-17 23:46:50.664000+00:00
current,1.7089,2.5214,4.505,2.2134,0.357,0.7899,3.3321,0.2925,2022-10-17 23:46:52.555000+00:00
current,1.5257,1.4399,3.4119,1.9743,0.0,0.4288,2.837,0.3554,2022-10-17 23:46:54.446000+00:00
current,1.4812,2.142,3.5205,2.0908,0.0,0.3642,2.995,0.3555,2022-10-17 23:46:56.337000+00:00
current,1.8071,0.9474,3.3164,1.8416,0.2594,0.9116,2.8934,0.4679,2022-10-17 23:46:58.228000+00:00
current,1.4377,0.0,4.0004,1.8639,0.6379,0.6944,2.5148,0.5185,2022-10-17 23:47:00.119000+00:00
current,1.8928,0.0,3.8392,2.4793,1.0554,1.2082,2.5452,0.5701,2022-10-17 23:47:02.010000+00:00
current,1.2346,0.0,1.2613,2.2635,1.1145,1.3606,2.1544,0.5985,2022-10-17 23:47:03.901000+00:00
current,1.4064,0.0,1.3535,1.9991,0.8097,1.2802,2.026,0.4865,2022-10-17 23:47:05.792000+00:00
current,1.3774,0.0,2.7462,2.5486,0.6803,1.3081,2.337,0.4972,2022-10-17 23:47:07.683000+00:00
current,1.7754,2.007,2.2495,2.2494,0.0,1.2398,1.8904,0.5782,2022-10-17 23:47:09.574000+00:00
current,1.1166,2.8954,3.358,2.2516,0.4933,1.1391,2.4418,0.5826,2022-10-17 23:47:11.465000+00:00
current,0.4514,3.2016,4.6216,1.4808,0.4762,1.014,1.9767,0.5355,2022-10-17 23:47:13.356000+00:00
current,0.9064,5.6795,6.0477,1.6811,0.26,1.2156,2.0022,0.5721,2022-10-17 23:47:15.247000+00:00
current,0.7887,7.3001,4.6075,1.7218,0.1014,1.5806,1.9098,0.6854,2022-10-17 23:47:17.138000+00:00
current,0.8215,5.9725,3.4385,1.1515,0.9106,1.4937,2.1092,0.6521,2022-10-17 23:47:19.029000+00:00
current,0.5882,7.3342,3.5606,1.1417,0.2862,1.6235,1.818,0.6484,2022-10-17 23:47:20.920000+00:00
current,1.1047,10.0933,1.4134,1.4806,0.5454,1.5648,1.9295,0.5842,2022-10-17 23:47:22.811000+00:00
current,1.2861,12.5825,0.3831,1.26,0.379,1.8333,1.2599,0.5413,2022-10-17 23:47:24.702000+00:00
current,1.4222,13.5156,1.1495,1.072,0.7514,1.5937,1.3805,0.5286,2022-10-17 23:47:26.593000+00:00
current,0.8933,13.3933,0.0,1.4914,0.5818,1.3357,0.9586,0.4,2022-10-17 23:47:28.484000+00:00
current,1.1893,13.1234,0.0,1.4382,0.2466,1.7383,1.706,0.2461,2022-10-17 23:47:30.375000+00:00
current,0.7656,14.7876,0.0,1.6537,0.8639,1.9686,1.2756,0.2736,2022-10-17 23:47:32.266000+00:00
current,0.5384,11.7181,0.0,2.0427,0.5813,2.1656,1.2955,0.2855,2022-10-17 23:47:34.157000+00:00
current,0.0075,13.213,1.2075,1.6616,1.0472,2.4306,1.1814,0.2107,2022-10-17 23:47:36.048000+00:00
current,0.088,12.7,0.2722,1.3354,1.3574,2.1492,1.4571,0.21,2022-10-17 23:47:37.939000+00:00
current,0.7246,10.5174,0.0,1.4468,2.0369,2.2966,1.3398,0.2454,2022-10-17 23:47:39.830000+00:00
current,0.9104,8.1293,0.0,1.1407,1.6972,2.7111,1.3299,0.2208,2022-10-17 23:47:41.721000+00:00
current,0.7689,5.1244,0.0,1.1439,1.6611,3.4296,0.932,0.2057,2022-10-17 23:47:43.612000+00:00
current,0.896,6.1296,0.0,1.2718,0.8767,3.4372,1.098,0.1592,2022-10-17 23:47:45.503000+00:00
current,1.0079,9.2534,0.0,1.5274,0.6596,3.258,1.2486,0.141,2022-10-17 23:47:47.394000+00:00
current,1.0913,8.1076,0.0918,1.3833,0.4043,3.2186,1.1252,0.1833,2022-10-17 23:47:49.285000+00:00
current,1.2177,6.4965,1.629,1.9846,0.0,2.7282,1.7956,0.1545,2022-10-17 23:47:51.176000+00:00
current,0.7691,8.4169,1.5937,2.8174,0.0,2.5887,1.5775,0.0189,2022-10-17 23:47:53.067000+00:00
current,0.895,8.3559,1.3866,2.3694,0.0,1.924,0.7107,0.1281,2022-10-17 23:47:54.958000+00:00
current,0.1483,10.1653,1.9404,3.1885,0.0,1.3196,0.8903,0.2266,2022-10-17 23:47:56.849000+00:00
current,0.553,8.1493,0.0,2.7895,0.0,1.8018,1.1625,0.1109,2022-10-17 23:47:58.740000+00:00
current,0.1419,8.996,0.0,2.1127,0.4013,1.3098,0.505,0.0693,2022-10-17 23:48:00.631000+00:00
current,0.8253,11.6579,1.4307,2.0522,0.6009,0.8926,0.265,0.1068,2022-10-17 23:48:02.522000+00:00
current,0.0,9.3716,0.0,2.1363,0.8938,0.9773,0.0445,0.1735,2022-10-17 23:48:04.413000+00:00
current,0.7172,8.5055,1.0534,1.8494,1.0174,1.4586,0.0,0.1349,2022-10-17 23:48:06.304000+00:00
current,0.0419,7.6593,0.0,1.6997,0.2359,1.2026,0.2445,0.1986,2022-10-17 23:48:08.195000+00:00
current,0.0,8.7134,0.0,1.9054,0.349,0.6236,0.7065,0.12,2022-10-17 23:48:10.086000+00:00
current,0.0,10.4974,0.0,1.2348,0.5338,0.8113,0.6995,0.0896,2022-10-17 23:48:11.977000+00:00
current,0.408,8.9287,0.0,1.1906,0.6151,1.6567,1.0952,0.1032,2022-10-17 23:48:13.868000+00:00
current,0.3899,12.7133,0.0,0.7666,1.185,0.9128,1.1069,0.0718,2022-10-17 23:48:15.759000+00:00
current,0.9168,12.1295,0.0,0.6382,1.098,0.2021,0.5234,0.1953,2022-10-17 23:48:17.650000+00:00
current,0.6108,10.5841,0.0,1.2555,1.3275,0.1864,0.3307,0.1066,2022-10-17 23:48:19.541000+00:00
current,0.5187,12.4539,0.0,1.3561,1.7836,1.1635,0.1407,0.0,2022-10-17 23:48:21.432000+00:00
current,0.4809,12.0326,0.0119,2.1667,1.5509,0.7235,0.3759,0.0,2022-10-17 23:48:23.323000+00:00
current,0.3377,10.8098,1.5733,1.8848,2.1926,0.4215,0.3916,0.0054,2022-10-17 23:48:25.214000+00:00
current,0.0,9.4377,3.9416,2.2469,2.1235,0.7504,0.2615,0.0,2022-10-17 23:48:27.105000+00:00
current,0.0,12.5245,2.6235,2.4616,1.8268,1.252,0.164,0.1327,2022-10-17 23:48:28.996000+00:00
current,0.0,10.2431,2.5617,1.7414,1.7515,1.2087,0.6428,0.1382,2022-10-17 23:48:30.887000+00:00
current,0.5395,11.6538,2.2087,1.4771,1.5042,2.1762,0.7838,0.2314,2022-10-17 23:48:32.778000+00:00
current,0.0451,9.7573,2.7694,1.9463,1.6611,2.3343,1.5761,0.1508,2022-10-17 23:48:34.669000+00:00
current,0.0,8.3591,4.6234,2.0269,2.1052,1.8587,1.9302,0.0418,2022-10-17 23:48:36.560000+00:00
current,0.6185,7.9845,4.6862,1.6684,2.5044,1.9172,2.8611,0.106,2022-10-17 23:48:38.451000+00:00
current,0.8458,8.5419,3.9306,1.042,1.5937,1.6489,2.8672,0.1769,2022-10-17 23:48:40.342000+00:00
current,1.1686,5.5952,5.2158,0.3943,2.2119,1.8233,3.131,0.2461,2022-10-17 23:48:42.233000+00:00
current,1.4148,4.7412,4.8092,0.7813,2.4624,1.8894,2.5811,0.3628,2022-10-17 23:48:44.124000+00:00
current,1.6384,6.544,4.559,0.4188,2.0324,1.9095,2.4165,0.417,2022-10-17 23:48:46.015000+00:00
current,2.4695,8.1591,5.2619,1.0736,1.3213,1.2223,1.8961,0.4993,2022-10-17 23:48:47.906000+00:00
current,2.4184,7.4639,3.5314,1.4373,0.8851,1.7938,2.0884,0.457,2022-10-17 23:48:49.797000+00:00
current,1.863,5.3922,1.8955,0.494,1.3575,2.0084,1.8263,0.4797,2022-10-17 23:48:51.688000+00:00
current,2.1254,5.8004,0.8962,0.7268,1.9106,1.3287,2.0391,0.4531,2022-10-17 23:48:53.579000+00:00
current,1.8047,7.1777,0.8819,0.5267,2.217,1.9469,2.2574,0.426,2022-10-17 23:48:55.470000+00:00
current,1.7271,7.3518,2.4933,0.5464,2.3821,1.8699,2.522,0.3624,2022-10-17 23:48:57.361000+00:00
current,1.879,9.5084,1.848,0.642,2.5505,1.0898,2.8688,0.454,2022-10-17 23:48:59.252000+00:00
current,1.4653,8.712,1.4567,0.6147,1.5797,1.4447,2.5911,0.3484,2022-10-17 23:49:01.143000+00:00
